Timestamp,Channel1,Channel2,Channel3,Action
0.28,677.059187538527,1166.3131399527956,657.0160021800998,Rest
0.283,676.7727132764713,1166.7581852386218,663.0342570584127,Rest
0.286,674.8178654692013,1166.261277945194,655.1989031075124,Rest
0.289,674.5233761696072,1166.2811096049677,695.0107574475715,Rest
0.292,677.0783212278272,1166.228206304098,714.2643832283477,Rest
0.295,678.251316934981,1166.2644667940697,712.0968397971201,Rest
0.298,674.5784055684096,1166.2323506155433,719.6223192956828,Rest
0.301,675.5968625064925,1166.186490796386,692.2968461867388,Rest
0.304,674.685757122726,1166.240082530985,696.177517912092,Rest
0.307,678.4204159284134,1166.5585686634265,700.4719371166154,Rest
0.31,681.142026918176,1166.695438229494,708.6186747096389,Rest
0.314,681.0918475498971,1166.4813323594728,719.8682641825991,Rest
0.317,681.3374771282049,1166.7226984170316,744.221214559223,Rest
0.32,680.045241718917,1166.6753890127409,728.9459119970694,Rest
0.323,680.6462592656922,1166.529901210058,720.2196127438084,Rest
0.326,680.8751345724028,1165.962886329041,731.9353201312208,Rest
0.329,678.4984795449352,1163.5723559346625,725.5455113107575,Rest
0.332,676.567458101208,1165.8412725736227,733.0669448455507,Rest
0.335,679.6454649741012,1165.698164188643,750.9470714267577,Rest
0.338,676.9914098967803,1166.62715156402,732.6448455625589,Rest
0.341,675.9538490717231,1167.5426480224903,723.1954024070981,Rest
0.344,675.301268732699,1166.6654851037842,702.1675052842504,Rest
0.347,675.2022350075525,1167.3375662967642,700.6760377497718,Rest
0.35,677.620988204597,1167.4709686602316,740.0501757919998,Rest
0.353,675.9061313755669,1166.3999612808182,729.6623432233743,Rest
0.356,675.7173932453862,1167.4286475692568,735.0168317576446,Rest
0.359,675.1776057693488,1167.0104136479397,714.0745358555956,Rest
0.362,678.0037370924637,1165.720824685195,726.6211189772032,Rest
0.365,676.8022914889207,1166.906126368776,700.6957478160557,Rest
0.368,678.5361443205052,1167.4479922590249,712.1732231585054,Rest
