Timestamp,Channel1,Channel2,Channel3,Action
0.279,689.3021403911281,1166.897946226352,683.6560319252052,Rest
0.283,690.5177623650744,1167.0007183552646,684.5812928177468,Rest
0.286,687.8487411557128,1167.0533194605491,702.8870508536161,Rest
0.289,686.3212145949858,1166.044982200263,706.7540665571769,Rest
0.292,688.5082898745883,1167.0591189931772,705.2294630085781,Rest
0.295,692.4542424028209,1167.0156284589325,715.6882066354998,Rest
0.298,690.8629448250466,1166.916322340527,726.9718595709634,Rest
0.301,688.0117133869783,1166.9770058366066,719.5688044510847,Rest
0.304,687.097392332243,1167.093383919404,723.8840846877199,Rest
0.307,686.7008968235132,1166.8900819885828,719.4868486507951,Rest
0.31,683.8162176389953,1166.984523175302,724.899001109481,Rest
0.313,686.2952728623477,1167.0112284435306,733.072786101435,Rest
0.316,687.8938016764881,1167.018071653613,734.3717335905711,Rest
0.319,688.6785559271044,1166.8774255368023,729.3436484746514,Rest
0.322,687.1995439767294,1166.9830610731913,726.0091776858781,Rest
0.325,687.8516379417941,1167.0961167926928,732.6148226994064,Rest
0.328,686.6373827025154,1167.0210250641137,733.9356272143873,Rest
0.331,687.7789864276631,1167.089088212143,740.4643637495475,Rest
0.334,689.2908220637825,1167.040044908529,730.140867250069,Rest
0.337,690.3965092177998,1167.1258428246788,730.4752261013062,Rest
0.34,689.1369878216967,1166.9543787186597,729.9314564384766,Rest
0.343,687.8212157274742,1167.0506527484242,723.2987175343892,Rest
0.346,687.8564849920851,1166.9091149460214,717.3419305493749,Rest
0.349,686.4222021606209,1166.877183541916,725.5853415233304,Rest
0.352,686.435131601707,1166.9997968673465,720.2228170898935,Rest
0.355,688.5899685132466,1167.033983711479,718.5961685891352,Rest
0.358,691.1272002610207,1166.9765760870666,724.5606946421498,Rest
0.361,692.6940164201279,1167.140792267417,716.0738326399127,Rest
0.364,691.6405185032509,1167.0010938645714,717.2782548997706,Rest
0.367,691.4585347722215,1166.9148965972538,704.7996276378187,Rest
