Timestamp,Channel1,Channel2,Channel3,Action
0.3,673.7493900953996,1166.602128935114,669.8782461736496,Rest
0.303,673.1841269951018,1166.6549601143552,683.3673207005645,Rest
0.306,670.8897967207189,1166.557846851092,703.7073712000097,Rest
0.309,670.1215988542556,1166.534137312667,704.3167286296759,Rest
0.312,669.4783943269723,1166.0462648923713,694.4950168722888,Rest
0.315,670.6952304476774,1166.3893862234816,676.8188860200507,Rest
0.318,670.0433003954054,1166.4308758295626,685.8970762368532,Rest
0.321,670.7191170119187,1166.430297068393,689.6204059863575,Rest
0.324,669.5387702630485,1166.362844271999,694.4775562855668,Rest
0.327,674.2985486148058,1166.4735676614723,719.3712317194023,Rest
0.33,671.7009611965372,1166.5630288795269,697.6975998517989,Rest
0.333,670.0126785055015,1166.553390211271,691.247033029441,Rest
0.336,669.4723182287596,1167.4396309184588,702.9409841228704,Rest
0.339,670.959865565284,1166.469772633287,700.2432465843257,Rest
0.342,670.1186305425919,1166.5829439858132,711.3091440569334,Rest
0.345,670.5268026026253,1166.5601827573994,730.123182549856,Rest
0.348,673.722368922516,1166.401160526414,722.4509802402234,Rest
0.351,673.5990582226584,1166.53361457987,713.8469962891336,Rest
0.354,672.771026822451,1166.4415069152722,698.8776801678753,Rest
0.357,674.6947395437645,1166.4960684175574,704.341861527188,Rest
0.361,667.3956295723474,1166.4206280017647,702.2475316819587,Rest
0.364,669.7828960159893,1166.4326329747,709.0128307357825,Rest
0.367,670.5799204802419,1166.348427098802,721.3789101098669,Rest
0.37,673.924856057746,1166.7413195063257,718.1098536383931,Rest
0.373,674.6695673071822,1166.5061225302366,712.9943243258386,Rest
0.376,676.0843349795741,1166.5342386405753,694.9477529463474,Rest
0.379,675.4475892123686,1166.5486826358656,695.2628183678172,Rest
0.382,673.5495470225271,1166.465637858586,707.5195893668639,Rest
0.385,672.8791603898001,1166.5811874367223,710.7384360716862,Rest
0.388,671.4642943697327,1166.4325221100476,709.8013239862113,Rest
0.391,666.1562920995107,1166.5414817978717,697.4921235432772,Rest
0.394,662.6941970222231,1166.4769973131415,681.3176150700588,Rest
0.397,662.9596606444908,1166.5573819348076,675.3697228872446,Rest
0.4,665.9713430370501,1166.5078081497918,686.1048938161008,Rest
0.403,668.965896244752,1166.6315635003525,700.194356464667,Rest
0.406,673.763789387201,1166.5545536940758,701.9332208553816,Rest
0.409,677.4662730057565,1166.563100405109,700.5696649038392,Rest
0.412,674.1759674758872,1166.8806084252128,698.4523801150775,Rest
0.415,672.754040688758,1166.575620958283,692.7839485149323,Rest
0.418,670.4980832932094,1166.5360732717602,688.1887356267853,Rest
0.421,671.3640816645719,1166.5666683395705,688.3487961708064,Rest
0.424,671.4496077835092,1166.5832157830257,707.4601349187058,Rest
0.427,673.4923176160237,1166.4465935762637,702.2800299263037,Rest
0.43,671.2005217314388,1166.5471823867776,698.224426296285,Rest
0.433,668.4560571260521,1166.473782238219,685.6005371332809,Rest
0.436,663.8416330625573,1166.4436073832044,678.7183724306074,Rest
0.439,666.7749806374288,1166.485816417434,683.5553775495741,Rest
0.442,666.964527006689,1166.5433343104523,703.8335935871116,Rest
0.445,668.2143298643028,1166.482352791113,717.9503092706572,Rest
0.448,667.5229558376021,1166.4040567164488,712.6347664159258,Rest
0.451,664.8786806915617,1166.4236743955223,700.4721999731303,Rest
0.454,664.4954895371782,1166.5588374804065,692.4450877243385,Rest
0.457,664.5427882126318,1166.5663631637528,690.4171890517698,Rest
0.46,666.3181544921582,1166.4205302501357,699.1080592999529,Rest
0.463,668.5138933079115,1166.5629037097578,701.2014020921471,Rest
0.466,667.3175695321047,1165.8780128810422,698.7010161520262,Rest
0.47,666.9653447825127,1166.583672354659,695.8988715289678,Rest
0.473,667.1926268568786,1166.5441902332532,675.7828647831517,Rest
0.476,670.3897572028347,1166.489578067014,665.9699166977306,Rest
0.479,669.0638010577918,1166.6162272234235,674.4362651629764,Rest
0.482,669.0160666723331,1166.524244132548,691.736167280217,Rest
0.485,671.2478007373572,1166.4769710870946,693.1364641352253,Rest
0.488,670.0037831072549,1166.5547950929158,695.4051256662757,Rest
0.491,669.6218210007931,1166.6349937480682,685.3021479013142,Rest
0.494,669.2302571809598,1166.5798236822873,669.9416464497622,Rest
0.497,669.3424319437065,1166.5990056513554,676.943563454576,Rest
0.5,672.4983856080038,1166.5258707434978,673.3419583251426,Rest
0.503,673.5005394817042,1166.577455589468,691.1151034969215,Rest
0.506,672.9605755758971,1166.525560799308,685.4106748593658,Rest
0.509,667.2009017706993,1166.4885212765362,680.7166487832843,Rest
0.512,666.1127944127077,1166.6116233601122,684.9275755795926,Rest
0.515,668.4290210520054,1166.528814617254,668.4701345527333,Rest
0.518,668.6399493980348,1166.6592289995228,674.8594599794698,Rest
0.521,670.489498435199,1166.609305931247,690.0540471141395,Rest
0.524,669.4269322665849,1166.7710395778463,700.6934476725397,Rest
0.527,669.3523954573149,1166.5250356823249,708.6113385690854,Rest
0.53,668.736487476407,1166.5742691247783,703.947281115923,Rest
0.533,671.1946768992755,1166.5508069456585,691.7673977336166,Rest
0.536,668.9087008129002,1166.66907628406,682.5043389206337,Rest
0.539,669.807319618144,1166.486174045345,682.1384831832031,Rest
0.542,667.930987230657,1166.4308549679345,690.0765729041783,Rest
0.545,666.539507095755,1166.555671877345,700.3269267471942,Rest
0.548,671.3851894599425,1166.3902087676774,692.9958078856239,Rest
0.551,670.8770288082395,1166.5708382810162,675.4474872884139,Rest
0.554,671.4040847306353,1166.4569415398769,670.7185942791217,Rest
0.557,666.4086212406899,1166.493255674035,665.4636568383761,Rest
0.56,666.1833555916971,1166.5257902772178,680.9901918161144,Rest
0.563,670.8473439034633,1166.480141458528,699.0216856028659,Rest
0.566,673.1813696839058,1166.3922526111903,700.8317584790896,Rest
0.569,672.1880784258937,1166.5174402615355,693.1110439432912,Rest
0.572,669.3895690905534,1166.5458251888545,680.0731313315787,Rest
0.575,668.7184564731665,1166.5717597689345,663.3337078492293,Rest
0.578,670.8716149177092,1166.5336807410335,677.1513899745214,Rest
0.581,672.8322205343509,1166.5748896092043,679.5982086179505,Rest
0.584,672.315423764637,1166.6430362037463,702.5426390817927,Rest
0.587,669.5105265987547,1166.5290148888844,710.5781275723133,Rest
0.59,670.3412086178313,1166.5242149262683,691.5649469572243,Rest
