Timestamp,Channel1,Channel2,Channel3,Action
0.279,0.1436977450050277,0.3488635982898078,2.3457381044685945,Rest
0.282,0.19136761403560795,0.5089438578943029,3.153514653629712,Rest
0.285,0.21597009247454013,0.6349011585420803,3.911199104534363,Rest
0.288,0.2000454453406482,0.7035481427548294,4.576194178005137,Rest
0.291,0.13607467202417886,0.7099851638335305,5.11863942956491,Rest
0.294,0.028301691642960928,0.6685256711786729,5.523143116092012,Rest
0.297,-0.1081953978973801,0.6074616880701642,5.788383116957391,Rest
0.3,-0.25090823140628316,0.5596679413566541,5.926458158548898,Rest
0.303,-0.3751002785937661,0.5521249596227239,5.962611316233188,Rest
0.306,-0.45979292564517804,0.5977234690073022,5.933917799120376,Rest
0.31,-0.4931868973543893,0.6920213494373363,5.884732720598232,Rest
0.313,-0.47600098073796,0.8158799486293593,5.858165714228828,Rest
0.316,-0.4214803749682964,0.9427492909735044,5.885744877846688,Rest
0.319,-0.3516901306817771,1.0478624553691458,5.979552918728362,Rest
0.322,-0.2909986318412676,1.1162639934728178,6.130564114784011,Rest
0.325,-0.25883119549234573,1.1471801198308151,6.313762486432323,Rest
0.328,-0.2641746927863991,1.1533658229409083,6.497102455246974,Rest
0.331,-0.30365025802957984,1.1556246496982978,6.6500853550741965,Rest
0.334,-0.3635696883906763,1.1744403085930513,6.749387726465469,Rest
0.337,-0.4249363686266778,1.2218971057978143,6.781780764050037,Rest
0.34,-0.4694387610725275,1.2970816102275728,6.745923581595968,Rest
0.343,-0.4843837165850916,1.3867939510767127,6.653560905455484,Rest
0.346,-0.46516540114287236,1.471175441899381,6.528660855045959,Rest
0.349,-0.4149325212279074,1.5317089878882146,6.4024140762744315,Rest
0.352,-0.3421240250789319,1.5580079780745995,6.303867336428613,Rest
0.355,-0.257104086457265,1.5505548529210906,6.249190732781822,Rest
0.358,-0.1691536339491008,1.5187279856726943,6.234685628550973,Rest
0.361,-0.08472161396722122,1.4757118586365956,6.237609516777158,Rest
0.364,-0.007265149097774491,1.4329463354970042,6.224879959134271,Rest
0.367,0.06166182364045242,1.396361010114592,6.16527040715582,Rest
0.37,0.12093845966946605,1.3653774895681734,6.038978647482376,Rest
0.373,0.16897154085306756,1.334395720662286,5.840662808732799,Rest
0.376,0.2038479251275202,1.2957467816303545,5.576487379881454,Rest
0.379,0.22431857562430046,1.242936088104587,5.259123272835657,Rest
0.382,0.2308404532671716,1.1731850225487286,4.904694846475393,Rest
0.385,0.2258583467161051,1.0886500157860364,4.532731626862314,Rest
0.388,0.21297380535042654,0.9961981771658415,4.166916994881209,Rest
0.391,0.19529848563116725,0.9060727501492436,3.8335804861763947,Rest
0.394,0.17374035900618437,0.8299682900587914,3.5569990741168125,Rest
0.397,0.14605435838633124,0.7789353829225345,3.3535882086589717,Rest
0.4,0.10722614497082163,0.7613403488399211,3.2282735044839304,Rest
0.403,0.05122323192958029,0.7810479831030038,3.1747984765354222,Rest
0.407,-0.026479966919761705,0.836128699835342,3.1788494769925246,Rest
0.41,-0.12658647602472653,0.9184946949340062,3.221106431366048,Rest
0.413,-0.24475034901435444,1.0147298759254877,3.2781787229953254,Rest
0.416,-0.37179857918923215,1.1080801977686123,3.3221519475959522,Rest
0.419,-0.49516279096002647,1.1813041320006403,3.3216472669581,Rest
0.422,-0.6009258918764219,1.2198885951825114,3.2467454861525633,Rest
0.425,-0.6758769617009683,1.2150031830134023,3.077119716871247,Rest
0.428,-0.7092028622904839,1.165517432736888,2.809729533066454,Rest
0.431,-0.6937434117545138,1.0784463584305026,2.4619296019940715,Rest
0.434,-0.6269210785508208,0.9674062073222571,2.0682590909080556,Rest
0.437,-0.5114313961321084,0.8492495457143516,1.672648712052398,Rest
0.44,-0.3556033842198648,0.7399126227619315,1.3197470188235552,Rest
0.443,-0.1731792503268069,0.651042593822036,1.0482827768088325,Rest
0.446,0.017759801169671574,0.5886167901162285,0.8868097448864625,Rest
0.449,0.19687467829437644,0.5536648625622089,0.8501691914361427,Rest
0.452,0.3445490062592417,0.5440966547359785,0.9353526389466225,Rest
0.455,0.4452561466006763,0.5562494903562458,1.1178318463403318,Rest
0.458,0.4904039314758202,0.5853351548237256,1.3516516759949273,Rest
0.461,0.47968487098430257,0.6250822010771515,1.5764126003034007,Rest
0.464,0.42041982130377625,0.66769237204468,1.7311412546367433,Rest
0.467,0.3251788665460633,0.705079633934247,1.7706651738545234,Rest
0.47,0.2086319494462363,0.7313244031625354,1.6775903152268508,Rest
0.473,0.08473889959093245,0.7451767420146571,1.464612237162158,Rest
0.476,-0.03499457216696462,0.7511057658309237,1.1669647195700623,Rest
0.479,-0.14208658410038566,0.7580217990758034,0.8298073128777349,Rest
0.482,-0.23085477890752215,0.7759885941475447,0.4967865846947649,Rest
0.485,-0.29795519220734695,0.8123261513572579,0.20341182230146773,Rest
0.488,-0.3421377719539391,0.8688247162415172,-0.024985775416016834,Rest
0.491,-0.36441309669465854,0.9410379147616501,-0.17297463907100652,Rest
0.494,-0.3685066995880566,1.0193060105950569,-0.23413190477950405,Rest
0.498,-0.3611810779174601,1.0904341380809768,-0.20968155109383094,Rest
0.501,-0.35190566155039277,1.139407711487418,-0.10620826536617112,Rest
0.504,-0.35162565999666884,1.151438650642416,0.06697351022087322,Rest
0.507,-0.37090118832775765,1.1148482419886314,0.29876011584764894,Rest
0.51,-0.41803646147499596,1.0245585001174526,0.5736821017003307,Rest
0.513,-0.49770210078474814,0.8850676868279304,0.8666727004580834,Rest
0.516,-0.6101367201179033,0.7115798657508876,1.1393940111794032,Rest
0.519,-0.750721690081896,0.528541153157024,1.343153213220554,Rest
0.522,-0.9097884667518923,0.36568237032560924,1.4301486441521203,Rest
0.525,-1.0728054395308313,0.25231654785400714,1.369228571671478,Rest
