Timestamp,Channel1,Channel2,Channel3,Gesture
0.28,2.8958883139757745,-0.45690592041773925,657.0160021800998,0
0.283,2.609414051920112,-0.01186063459158504,663.0342570584127,0
0.286,0.6545662446500273,-0.5087679280193242,655.1989031075124,0
0.289,0.36007694505599375,-0.4889362682456522,695.0107574475715,0
0.292,2.9150220032760217,-0.5418395691153819,714.2643832283477,0
0.295,4.088017710429767,-0.5055790791436721,712.0968397971201,0
0.298,0.4151063438583833,-0.537695257670066,719.6223192956828,0
0.301,1.4335632819412467,-0.5835550768274516,692.2968461867388,0
0.304,0.5224578981748209,-0.5299633422282568,696.177517912092,0
0.307,4.2571167038621525,-0.21147720978683537,700.4719371166154,0
0.31,6.978727693624819,-0.07460764371944606,708.6186747096389,0
0.314,6.928548325345901,-0.2887135137405039,719.8682641825991,0
0.317,7.1741779036536855,-0.04734745618179659,744.221214559223,0
0.32,5.8819424943658305,-0.0946568604724689,728.9459119970694,0
0.323,6.482960041140927,-0.2401446631554336,720.2196127438084,0
0.326,6.711835347851547,-0.8071595441722366,731.9353201312208,0
0.329,4.335180320383984,-3.197689938550866,725.5455113107575,0
0.332,2.4041588766567656,-0.9287732995906026,733.0669448455507,0
0.335,5.482165749549949,-1.0718816845703714,750.9470714267577,0
0.338,2.8281106722290588,-0.1428943091932524,732.6448455625589,0
0.341,1.7905498471718602,0.7726021492769632,723.1954024070981,0
0.344,1.137969508147762,-0.10456076942909931,702.1675052842504,0
0.347,1.0389357830013068,0.5675204235508318,700.6760377497718,0
0.35,3.4576889800457593,0.7009227870182713,740.0501757919998,0
0.353,1.7428321510157048,-0.37008459239518743,729.6623432233743,0
0.356,1.5540940208350094,0.6586016960434335,735.0168317576446,0
0.359,1.0143065447975914,0.2403677747263373,714.0745358555956,0
0.362,3.840437867912442,-1.0492211880182367,726.6211189772032,0
0.365,2.638992264369449,0.13608049556273727,700.6957478160557,0
0.368,4.372845095953949,0.6779463858115378,712.1732231585054,0
0.371,3.0796887947944924,-2.2774084186278287,729.3181013248087,0
0.374,2.999224302894959,-0.4917615287447461,729.5614534093683,0
0.377,4.662627416189025,-2.316311182817117,719.6313494004428,0
0.38,2.418263125431281,-0.46426530678559175,720.72847732645,0
0.383,0.08738685479420383,-0.46810146218058435,684.9959856266959,0
0.386,0.23090591582547404,-0.32248848972903943,676.9619550659603,0
0.389,-1.8089095147936405,-0.21169178653372,694.2421691706382,0
0.392,-2.6497565112019856,-0.19819908148724608,716.6062482126055,0
0.395,3.2870176158967297,-0.5362367318386987,734.0133916155567,0
0.398,3.695438823374957,-0.12888244762916656,706.6977151271957,0
0.401,3.353373686696159,-0.8018708234105816,711.7971148249047,0
0.404,4.032922150463719,-0.5416422777177559,686.8286760841222,0
0.407,1.9217462424733185,-0.48607822518783905,686.4520998540044,0
0.41,1.5339816231509076,-0.6881952155297313,718.1489119707242,0
0.413,1.1557525560364184,0.08035491442615239,709.8732405749846,0
0.416,-0.4170860570968671,-0.7300937095228619,711.8352421325734,0
0.42,3.1090309728224383,-0.5786031223490227,724.7443371706411,0
0.423,1.8198568584551822,-0.3896218051886535,688.7048111802114,0
0.426,0.5007677653554765,-0.36390955046044837,680.4766494603931,0
0.429,4.081893332448999,-1.060342223966245,697.207436228685,0
0.432,1.5196329953035956,-0.20223789269903136,692.7743783920263,0
0.435,1.936253418694605,-0.4832827670147708,692.9480216441181,0
0.438,4.2310176149430845,-0.5332445783142248,682.3290523682895,0
0.441,5.756229727037521,-2.1398164441793597,683.1155488628804,0
0.444,3.4621068768432224,-0.5887847889832756,673.3154712099399,0
0.447,3.4371879600313378,-0.7525628751423028,677.0809974766967,0
0.45,2.431761790942801,0.06492327005435072,698.9803420281818,0
0.453,3.875122410888366,-0.2415656380562723,703.0059001452804,0
0.456,1.7051572426548773,-0.9666204653954082,708.1716118063464,0
0.459,4.566392129448332,-0.5872004973361982,699.9129408494164,0
0.462,4.933616389685994,-0.48983987476799484,678.4574131318823,0
0.465,6.3911557642210255,-2.3342128439628596,679.2284750018686,0
0.468,3.6626538806544886,-0.686554299463296,670.3951144689458,0
0.471,2.737649884162579,-1.11943189165504,703.4541080539356,0
0.474,4.80252191833938,-1.3417334013095115,710.2785575721929,0
0.477,0.6541192097608928,-0.5723058908777148,692.8081623087123,0
0.48,3.109209786778024,-0.6260537896648657,694.1007225633529,0
0.483,0.17927159799421588,-0.6197231795886182,671.2547607725573,0
0.486,2.569508737485876,-0.27778976919034903,656.3053782350275,0
0.489,-2.531206434890237,-0.42264159023784487,679.317474283871,0
0.492,-3.14626802974135,-0.7416737012902104,687.5752440184646,0
0.495,-3.380626964425119,-0.15671543587131964,692.5484564958163,0
0.498,-3.704274263672687,-0.663274510578276,687.374800130701,0
0.501,-0.5925758613038852,-0.09744933841329839,675.7036472205696,0
0.504,2.5369359873260464,-0.40291721883727405,664.7906601179433,0
0.507,2.237174656273055,-1.1803865889007739,692.9723194804573,0
0.51,3.138376131082964,-0.9360611603760844,711.3900800216294,0
0.513,-0.14578058289828277,0.08255671026654454,718.2752750248045,0
0.516,-0.5584480257765563,-1.7292768873733166,710.926051846272,0
0.519,-1.6206494139211145,-0.6086438668969549,690.3412044455057,0
0.522,2.3627652340651366,-0.8324867528492632,690.4085165749212,0
0.525,4.321988618829664,-0.5453622040415667,668.7861113293303,0
0.528,5.312093412152308,-0.35484964337456404,679.4564860411269,0
0.532,6.305730973191999,0.3467167787978269,704.4108914626707,0
0.535,1.719577992130894,0.25166226021087823,713.2500998079896,0
0.538,2.3568822549244715,0.22627246664956147,706.910985936044,0
0.541,0.2963416907997498,-0.588459347583921,699.303643024402,0
0.544,0.9476578151575268,-0.26317172831659263,669.3116068019398,0
0.547,-3.445298607762311,-0.026779082910707075,648.0019966366287,0
0.55,-2.0091829332527595,-0.10079315938378386,666.1076487431108,0
0.553,-3.9233857323587245,-0.05349567602343086,692.691739522426,0
0.556,-4.972953914537243,-0.02340486356774818,685.6504607976033,0
0.559,-2.2833047272526983,0.022679069080140835,681.8604096007836,0
0.562,-1.4874282485953927,-0.03396501974157218,676.0081721554008,0
0.565,-0.8102526460191939,0.01941869462257273,674.5303081906209,0
0.568,-0.3545142856454504,-0.06367138219229673,685.2802437877946,0
0.571,3.7051674946549156,0.38340880644909703,723.3820734479515,0
0.574,3.0463072095086545,0.08156846513861638,724.3378364250465,0
0.577,-1.5865889316503399,0.05205343362035819,730.1820761182399,0
0.58,-4.17033078533359,0.2616674970756776,708.2387141273873,0
0.583,-0.08542252821769125,0.013318158502443112,696.1980868814095,0
0.586,-0.4247053197467494,-0.02751877664059066,685.0038462881859,0
0.589,-0.9960218684896063,0.00319609652001418,696.1784614537312,0
0.592,0.5724429552886932,0.05791614717941229,725.6170702716196,0
0.595,-0.23366764209663415,-0.10437361082222196,735.3621340229671,0
0.598,-3.011409524628448,0.01739869297034602,718.0708674276909,0
0.601,-2.0906535516760414,0.019451477181064547,705.7065207608367,0
0.604,-0.3168256682146193,-0.12598566154770197,690.8145965116735,0
0.607,0.1673417269201991,0.028866031945653958,691.29463211234,0
0.61,2.1493442214940615,-0.006761456623053164,717.3725667443952,0
0.613,1.1833191114848205,-0.15443078956445788,733.9520554485387,0
0.616,0.0835477191666314,-0.07358721207924646,732.3661628205971,0
0.619,2.83266625577221,-0.03956130050664797,715.1868212445761,0
0.622,1.3659060415913018,-0.05812516933497136,691.4416237403898,0
0.625,0.4563992545884048,-0.08577934362142514,701.0979290125285,0
0.628,-3.46026116352391,-0.0612037496046014,696.1750955790395,0
0.631,-1.8999282024017248,0.033083657112683795,719.8587727378335,0
0.634,0.4957949492489888,0.05841980648779099,718.7247721820798,0
0.637,0.8157396075218912,-0.07078936971993244,720.4645705776895,0
0.64,-0.6262697749656354,0.0617576669931168,708.9052741414636,0
0.644,1.3466912899644967,-0.015436317657758991,683.0486825762608,0
0.647,-0.38686709463979696,-0.0934486741789442,686.2724216309097,0
0.65,-1.8581173272469869,0.0019730090634766384,696.2457098061692,0
0.653,-0.8679934604356276,-0.004249716592767072,716.6773005339265,0
0.656,0.8766043017434413,0.09184549921587859,720.473442730122,0
0.659,1.909216748601466,-0.024505165441269128,706.6467394407676,0
0.662,1.161972301460196,-0.04523804755172023,692.1271410139967,0
0.665,0.35037271168323514,-0.02897432223926444,680.3458023483518,0
0.668,-0.7033540870570505,0.2389569326160199,674.0497242271572,0
0.671,-0.25497928537663483,-0.16004137544632613,703.6151979702947,0
0.674,-1.1898603687316154,0.10700951870103381,719.7152441400581,0
0.677,-3.30339662093661,0.20996642203431293,705.8403963852401,0
0.68,-5.292835987925628,-0.06328037567595857,693.9579580972145,0
0.683,-5.583232832121553,-0.13389400675919205,676.5667660911996,0
0.686,-6.030412560531772,-0.076644930720704,678.838990192293,0
0.689,-6.386984873431857,-0.12732915040101034,692.077474245724,0
0.692,-3.210522440515433,-0.1314180295200913,699.9389094041478,0
0.695,-2.852473720388275,0.02633939075235503,707.1341457526858,0
0.698,-0.49920934645820125,0.0032914639630234888,703.1990996836543,0
0.701,2.0461643967628333,-0.14050833497844906,695.3007334829251,0
0.704,1.789368482971554,-0.045677333836238176,684.3105965030904,0
0.707,-2.853410109469337,0.077664360440167,678.8742922394624,0
0.71,-1.6715011226732486,0.12487839728828476,701.9366815014698,0
0.713,-1.0153129140708188,-0.013625528333705006,716.9331141630547,0
0.716,-1.7112031852445853,-0.011442805981914717,707.2973862048848,0
0.719,-0.5785061832274323,0.1434696842561607,690.749107688559,0
0.722,-2.005738380420553,-0.0039397724031005055,675.5695367538377,0
0.725,-4.811598161430766,0.01915822229375408,665.6747377723143,0
0.728,-5.1973487395661095,-0.07164171624185656,687.4729815093257,0
0.731,-5.118856565597184,0.06577025215756294,699.4251018077257,0
