Timestamp,Channel1,Action1,Action2
0.0,2.53317445679226,2.4647093685183665,4.8929956753770325,Rest,
0.385,2.5022340452167744,2.636026851750386,4.940320383627907,Rest,
0.389,2.4918223279093,2.4545766917856566,4.892279744345515,Rest,
0.392,2.4890462785008585,2.2149678026473882,4.8047396820100765,Rest,
0.395,2.505768219231006,2.141436174608609,4.7825193797820065,Rest,
0.398,2.5099884195053184,2.301453954620386,4.858383510143579,Rest,
0.401,2.501769545699006,2.5305427298037984,4.926085547114676,Rest,
0.404,2.4901783128667847,2.6590285267267855,4.9478144322710556,Rest,
0.407,2.489274385037945,2.603325872426584,4.932158888612257,Rest,
0.41,2.497391714403536,2.3723651502865732,4.863595657553751,Rest,
0.413,2.5015282376628503,2.171699447070741,4.7874550128302,Rest,
0.416,2.510331539737468,2.1898586189392053,4.805844130598054,Rest,
0.419,2.515179942774617,2.3991098553743786,4.890902110874159,Rest,
0.422,2.5053677993706227,2.5954557486980554,4.936562065854617,Rest,
0.425,2.502660912313123,2.6567418315102853,4.945555250654995,Rest,
0.428,2.50314398473355,2.5230554844728688,4.912162054103559,Rest,
0.431,2.5112408156868296,2.280882144768643,4.830899104341013,Rest,
0.434,2.5445860956860895,2.1622886827894967,4.815414658629407,Rest,
0.437,2.5143217754859357,2.2882295892512308,4.853214855502826,Rest,
0.441,2.520103117053582,2.5272858152096944,4.925310686640225,Rest,
0.444,2.5110431145071224,2.6610089960593277,4.948872540570503,Rest,
0.447,2.514777753401131,2.5829367764442295,4.9301678720502995,Rest,
0.45,2.536467485751806,2.3371471806008732,4.867515960281755,Rest,
0.453,2.520612129139111,2.1323556480384647,4.7767021333965225,Rest,
0.457,2.526731263773145,2.2320287262086542,4.83187489768489,Rest,
0.46,2.5341330951722676,2.474178200769061,4.9141898090171585,Rest,
0.463,2.526406241469084,2.6506883341708285,4.946718398183542,Rest,
0.466,2.51786834773342,2.6376873907856515,4.946363543285554,Rest,
0.469,2.5144648359636768,2.4321018078448544,4.886499718271162,Rest,
0.472,2.524503030009929,2.200688663114001,4.820184367227926,Rest,
0.475,2.528290537764494,2.155763160844971,4.791313405882675,Rest,
0.478,2.519017998067945,2.346283335075031,4.882613413477798,Rest,
0.482,2.5293950934545806,2.5700803277737294,4.932341886535065,Rest,
0.485,2.530391452731663,2.6591877177134418,4.948010634021238,Rest,
0.488,2.521613950623745,2.504370229374049,4.906412053872592,Rest,
0.491,2.5383666971800265,2.2558710433090976,4.818493753454835,Rest,
0.494,2.5434707622642234,2.131697328628281,4.771959996606111,Rest,
0.497,2.543382049121803,2.255879886217998,4.840545006645621,Rest,
0.5,2.5288146768587443,2.485758728047011,4.9161395959238225,Rest,
0.503,2.526420830638955,2.643679430141083,4.946363263888748,Rest,
0.506,2.5217340679671247,2.629068437051736,4.938489151770819,Rest,
0.509,2.5169726015743734,2.421679941448413,4.881935331400225,Rest,
0.512,2.528125232644407,2.2006500481471476,4.804193603281659,Rest,
0.515,2.529295902931947,2.1682956698740328,4.797507982310859,Rest,
0.518,2.5251868932730726,2.3638005578578185,4.880292506122441,Rest,
0.521,2.516410802119023,2.5787471864182874,4.934689979199615,Rest,
0.524,2.5120242420016816,2.6782527289505578,4.950133514233949,Rest,
0.527,2.5065222180772984,2.5717013857120437,4.924824093820047,Rest,
