Timestamp,Channel1,Action1,Action2
0.0,2.5603297052180416,2.504244659136344,4.901866503002972,Rest,
0.276,2.521069594842296,2.4680536691200636,4.9110899643222945,Rest,
0.279,2.529643870698675,2.467395989994227,4.908599737846075,Rest,
0.282,2.5257468021433715,2.494200511609824,4.915919740905731,Rest,
0.285,2.5229841009173217,2.521846194561862,4.9221169739318755,Rest,
0.288,2.517449049962199,2.53630091868948,4.925357276057574,Rest,
0.291,2.5211854374145495,2.5139300611643565,4.917855401975561,Rest,
0.294,2.515105874681428,2.47944077930266,4.909318358071847,Rest,
0.297,2.5144686939679017,2.4692760930092446,4.909549449498141,Rest,
0.3,2.519226677213809,2.4749156313847758,4.911130537395095,Rest,
0.303,2.5189546052610403,2.506269920433452,4.918443678934864,Rest,
0.306,2.5092401180255552,2.533130826652745,4.924670115912123,Rest,
0.309,2.5019902086395276,2.530531321100899,4.92211094128918,Rest,
0.312,2.5112006710224652,2.502282625336364,4.9151807153999165,Rest,
0.315,2.521113620793953,2.472188630085573,4.9070231691924535,Rest,
0.318,2.5257068484001577,2.467363314537801,4.9090272685098375,Rest,
0.321,2.510678189682596,2.4868609996682105,4.911992294932729,Rest,
0.324,2.5082176235056073,2.5126333992155967,4.919212350770068,Rest,
0.327,2.505972784258906,2.531952987508832,4.9246539411653805,Rest,
0.33,2.5126044979443547,2.518475437410973,4.920009234697727,Rest,
0.333,2.52370664899652,2.4816514855729324,4.909112314569183,Rest,
0.336,2.515712934090994,2.4666545640041906,4.908132712115521,Rest,
0.34,2.510574470603403,2.4742570116230262,4.910331837388198,Rest,
0.343,2.511174221458193,2.5028385853984756,4.916849280108425,Rest,
0.346,2.5159595180701637,2.525870474811104,4.922963641713696,Rest,
0.349,2.509848888740556,2.530765732692567,4.9229969341714,Rest,
0.352,2.5214050828850367,2.5101253798194683,4.916803938663476,Rest,
0.355,2.53393062562041,2.475725626007542,4.90846236309333,Rest,
0.358,2.542965072672376,2.461609274694684,4.906927194061391,Rest,
0.361,2.5377097072329766,2.4767561834536416,4.911497557695664,Rest,
0.364,2.5277152131754415,2.503319105994744,4.91753513407381,Rest,
0.367,2.5244590878773137,2.529322450285101,4.923152022681626,Rest,
0.37,2.5045268336119455,2.520769615805252,4.918354593263369,Rest,
0.373,2.5003368221624878,2.4892303590862883,4.911655875567302,Rest,
0.376,2.5069526754226,2.4712553609355226,4.909003938876562,Rest,
0.379,2.5119170584020982,2.4715231092227232,4.908995994694053,Rest,
0.382,2.5150082115279986,2.493128631376163,4.9152491396776306,Rest,
0.385,2.503496692932748,2.523764167485585,4.922076412500609,Rest,
0.388,2.502402263048561,2.5338880362339955,4.9243514778250725,Rest,
0.391,2.513095549471891,2.5211649064059443,4.920201878795251,Rest,
0.394,2.517154116365804,2.4917350583170426,4.913134008069665,Rest,
0.397,2.520449988187848,2.4771779143053787,4.911040229362575,Rest,
0.4,2.529104923573723,2.491474066775926,4.914498763676585,Rest,
0.403,2.528317094430875,2.5243481417340807,4.922788743969947,Rest,
0.406,2.521994312121786,2.550055199681842,4.928652519236805,Rest,
0.409,2.5132501373961733,2.550917411239286,4.928113278745208,Rest,
0.412,2.500669583758066,2.5199959450955327,4.919879794814264,Rest,
0.415,2.510769631600485,2.4933851339419344,4.913663262453766,Rest,
