Timestamp,Channel1,Action1,Action2
0.0,2.53206744473859,2.4872451935591036,4.882706906633902,Rest,
0.288,2.487946526107523,2.5385753344163695,4.925207430894068,Rest,
0.291,2.474432305178917,2.509203607847972,4.916163672943553,Rest,
0.294,2.4690894280033624,2.4723662705746317,4.907235482825098,Rest,
0.297,2.489716160282184,2.461099240482508,4.906928281380627,Rest,
0.3,2.5195082137333706,2.471847048864162,4.907862551702565,Rest,
0.303,2.5168322396041143,2.509650463457461,4.918908082992057,Rest,
0.307,2.5227016656713683,2.5359261032180314,4.926166139123278,Rest,
0.31,2.4774337789151106,2.5294603512351634,4.921089294272875,Rest,
0.313,2.4291369257769793,2.4920161361601814,4.911849814203359,Rest,
0.316,2.4507785785940084,2.4655534216117467,4.905557488474398,Rest,
0.319,2.52440669864794,2.467090511496724,4.905803585837464,Rest,
0.322,2.5637320970722555,2.48898236415325,4.9132137735293835,Rest,
0.325,2.541377039436494,2.5296678406162965,4.924818456989492,Rest,
0.328,2.528201244873702,2.551632329457382,4.927627249375254,Rest,
0.331,2.538191033423368,2.530838271088245,4.922611489979802,Rest,
0.334,2.5130221239913553,2.490064509891213,4.912879021231564,Rest,
0.337,2.508987042727267,2.469198180881671,4.906504557498343,Rest,
0.34,2.5109065523334206,2.4800433637067214,4.913079381337539,Rest,
0.343,2.5146979413752786,2.516156034141753,4.920413798944062,Rest,
0.346,2.5224496264695677,2.5448921492753507,4.925859515098872,Rest,
0.349,2.507814686745666,2.5436623493104995,4.926010771216246,Rest,
0.352,2.476678797523385,2.511112120861515,4.9162354080734145,Rest,
0.355,2.487770054428435,2.480729555276579,4.909631238256393,Rest,
0.358,2.4906326726088133,2.478190215498533,4.910687693458073,Rest,
0.361,2.5223788343039257,2.500601927821568,4.916511673306575,Rest,
0.364,2.5477488698548223,2.5364911390197147,4.925405006345213,Rest,
0.367,2.5476283660125274,2.557218763813378,4.9294748957946775,Rest,
0.37,2.5241544359286947,2.5485984736314085,4.926783473350373,Rest,
0.373,2.507379256137223,2.5097389321276764,4.916261168458899,Rest,
