Timestamp,Channel1,Action1,Action2
0.0,645.3232503322662,Rest,
0.285,629.7498625218705,Rest,
0.287,627.242059974916,Rest,
0.289,627.7231332925717,Rest,
0.29,629.4983481762824,Rest,
0.291,630.4038727764931,Rest,
0.293,630.7363522930565,Rest,
0.294,630.7697165929933,Rest,
0.296,631.9113703860486,Rest,
0.297,631.2091447364264,Rest,
0.299,631.2879802331901,Rest,
0.3,630.2471584376285,Rest,
0.302,631.4112831844429,Rest,
0.303,631.2110091699373,Rest,
0.305,630.866981252072,Rest,
0.306,631.2537874285921,Rest,
0.307,631.7606212807442,Rest,
0.309,634.0794890021668,Rest,
0.31,637.1705028021935,Rest,
0.312,636.648458438928,Rest,
0.313,640.3883022532823,Rest,
0.315,638.3189354323072,Rest,
0.316,636.3462008650542,Rest,
0.318,635.3172159573097,Rest,
0.319,636.058933265082,Rest,
0.321,635.3596693706119,Rest,
0.322,634.9155688185177,Rest,
0.324,631.4303119695559,Rest,
0.325,629.0758930535189,Rest,
0.326,627.78067860373,Rest,
0.328,630.4835284332667,Rest,
0.329,634.6278178248189,Rest,
0.331,638.1165466447528,Rest,
0.332,641.1853058559067,Rest,
0.334,641.894065367468,Rest,
0.335,642.4804672575553,Rest,
0.337,641.0327334443014,Rest,
0.338,639.2104773772332,Rest,
0.34,635.4738188354753,Rest,
0.341,632.1777686092578,Rest,
0.342,631.7490222154883,Rest,
0.344,631.4134003416777,Rest,
0.345,632.6278767142148,Rest,
0.347,632.6672789653873,Rest,
0.348,633.3856670124134,Rest,
0.35,633.1543157284636,Rest,
0.351,636.6961528892699,Rest,
0.353,637.1965422864607,Rest,
0.354,639.6965628500656,Rest,
0.356,642.6525768819542,Rest,
0.357,640.6253338605563,Rest,
0.359,637.6891967879768,Rest,
0.36,635.0475585517357,Rest,
0.361,634.5855050784952,Rest,
0.363,632.5642499404252,Rest,
0.364,629.7116279258285,Rest,
0.366,629.7460442478709,Rest,
0.367,632.8995582937667,Rest,
0.369,636.5398659157593,Rest,
0.37,638.2384232566861,Rest,
0.372,639.1342936914317,Rest,
0.373,641.889786945556,Rest,
0.375,642.7367785855267,Rest,
0.376,640.7461363966628,Rest,
0.377,638.0503032267455,Rest,
0.379,634.7952735179989,Rest,
0.38,632.4111279739294,Rest,
0.382,630.9576268145593,Rest,
0.383,634.7177564761348,Rest,
0.385,629.3807291246329,Rest,
0.386,629.0742259114058,Rest,
0.388,630.9718246426373,Rest,
0.389,633.8605593276691,Rest,
0.391,634.7417318513073,Rest,
0.392,638.4274349722189,Rest,
0.394,636.8620731666175,Rest,
0.395,633.829704979623,Rest,
0.396,634.1828726748076,Rest,
0.398,637.085047612792,Rest,
0.399,638.1480792937373,Rest,
0.401,636.2021388056444,Rest,
0.402,637.9119357957763,Rest,
0.404,638.9898769843431,Rest,
0.405,638.0168173333188,Rest,
0.407,637.748337715666,Rest,
0.408,636.982418535044,Rest,
0.41,639.0147267597588,Rest,
0.411,638.6010061026819,Rest,
0.412,637.229795721745,Rest,
0.414,637.1755680055103,Rest,
0.415,637.5856074792871,Rest,
0.417,635.9300995981812,Rest,
0.418,637.443123751059,Rest,
0.42,635.3428382090137,Rest,
0.421,632.6260540039603,Rest,
0.423,632.4877890929924,Rest,
0.424,632.3049428826503,Rest,
0.426,632.1203276062403,Rest,
0.427,632.6003989696978,Rest,
0.429,635.9361709280217,Rest,
0.43,639.3570690580689,Rest,
0.431,640.5077362665816,Rest,
0.433,641.3853551608747,Rest,
0.434,642.1896084773074,Rest,
0.436,640.4330796519613,Rest,
0.437,640.1384675667844,Rest,
0.439,641.6392954157943,Rest,
0.44,639.5819383361267,Rest,
0.442,637.278489742099,Rest,
0.443,636.3987930296413,Rest,
0.445,633.1791982864378,Rest,
0.446,633.5511688651047,Rest,
0.447,635.7874614939047,Rest,
0.449,636.5496273695978,Rest,
0.45,638.1882200465465,Rest,
0.452,640.3712302888906,Rest,
0.453,638.5437033824567,Rest,
0.455,637.1566941924923,Rest,
0.456,634.7442614727332,Rest,
0.458,633.0035409931589,Rest,
0.459,631.6892846452337,Rest,
0.461,630.1479482827125,Rest,
0.462,630.1846117001309,Rest,
0.464,630.9549332803408,Rest,
0.465,633.8135807291961,Rest,
0.466,637.6084223518875,Rest,
0.468,638.4376708790863,Rest,
0.469,637.7311876691804,Rest,
0.471,638.0798182582639,Rest,
0.472,639.1558175272725,Rest,
0.474,639.1901200044298,Rest,
0.475,638.7231360343857,Rest,
0.477,637.3716655220587,Rest,
0.478,636.4344538968151,Rest,
0.48,636.1669315298714,Rest,
0.481,634.6430468133743,Rest,
0.482,635.9837306718505,Rest,
0.484,640.421266606005,Rest,
0.485,639.2432617239072,Rest,
0.487,637.0998051285511,Rest,
0.488,637.1845200281763,Rest,
0.49,638.3793226932672,Rest,
0.491,639.6179693481886,Rest,
0.493,639.7607207013035,Rest,
0.494,637.987475155291,Rest,
0.496,639.5667957743162,Rest,
0.497,642.2573437997513,Rest,
0.499,641.0340757410617,Rest,
0.5,636.5734739987223,Rest,
0.501,632.5761047096378,Rest,
0.503,631.1965711351122,Rest,
0.504,631.0462410505105,Rest,
0.506,632.9031703356708,Rest,
0.507,635.313072241911,Rest,
0.509,636.0585720608916,Rest,
0.51,637.2843214612391,Rest,
0.512,635.1325804153181,Rest,
0.513,631.5304233468083,Rest,
0.515,635.1238578705618,Rest,
0.516,638.3281652126509,Rest,
0.518,637.5587377022192,Rest,
0.519,638.1261644513803,Rest,
0.52,635.553128785268,Rest,
0.522,632.686731539575,Rest,
0.523,631.0780681464753,Rest,
0.525,631.5135236398606,Rest,
0.526,630.107321155944,Rest,
0.528,631.0291839872818,Rest,
0.529,634.433370761081,Rest,
0.531,637.1784379694984,Rest,
0.532,633.3553908294905,Rest,
0.534,631.908641089039,Rest,
0.535,633.211370493337,Rest,
0.536,635.2902907479156,Rest,
0.538,636.2728275385889,Rest,
0.539,635.6435865931018,Rest,
0.541,635.5529952708478,Rest,
0.542,634.7633421138933,Rest,
0.544,635.1290548001593,Rest,
0.545,634.4846838098388,Rest,
0.547,634.8699623191312,Rest,
0.548,636.0902495491803,Rest,
0.55,636.1444033556465,Rest,
0.551,638.8051609760714,Rest,
0.553,637.2940620534494,Rest,
0.554,634.825320223012,Rest,
0.555,635.284058485515,Rest,
0.557,636.7471232112792,Rest,
0.558,633.7618117048515,Rest,
0.56,630.5598074865112,Rest,
0.561,627.5503918588629,Rest,
0.563,625.798024630311,Rest,
0.564,629.2540853326423,Rest,
0.566,632.9945681088648,Rest,
0.567,634.4993215202477,Rest,
0.569,634.9152225154903,Rest,
0.57,635.557472772297,Rest,
0.571,636.6164733906356,Rest,
0.573,636.9271560820528,Rest,
0.574,636.7379655525643,Rest,
0.576,636.2527920309058,Rest,
0.577,636.8973239537863,Rest,
0.579,636.4854057413824,Rest,
0.58,635.2234983710645,Rest,
0.582,635.6073004731298,Rest,
0.583,636.0849369865581,Rest,
0.585,635.395007776619,Rest,
0.586,636.0048253541977,Rest,
0.588,636.969202991629,Rest,
0.589,638.306842244487,Rest,
0.59,637.9094627987698,Rest,
0.592,637.5920269002946,Rest,
0.593,640.0526994529604,Rest,
0.595,640.4780412290146,Rest,
0.596,641.4498903095591,Rest,
0.598,639.4693958126778,Rest,
0.599,637.7066061146982,Rest,
0.601,637.3999127626315,Rest,
0.602,634.8374849364144,Rest,
0.604,634.6791189526461,Rest,
0.605,635.853353244466,Rest,
0.607,637.0731451598579,Rest,
0.608,637.4436750940889,Rest,
0.61,638.1113109721316,Rest,
0.611,637.6755932182781,Rest,
0.613,637.2485831080178,Rest,
0.614,639.5022105577243,Rest,
0.615,638.6256800443745,Rest,
0.617,637.8944787853335,Rest,
0.618,637.7431109837426,Rest,
0.62,635.5674750289292,Rest,
0.621,634.0799396133351,Rest,
0.623,633.0053637034134,Rest,
0.624,633.5024098756802,Rest,
0.626,635.1852923852554,Rest,
0.627,637.7712032522205,Rest,
0.629,638.4389774130556,Rest,
0.63,640.9325922647229,Rest,
0.631,638.6478446302228,Rest,
0.633,634.5515536727373,Rest,
0.634,636.8823077538381,Rest,
0.636,636.8105354083223,Rest,
0.637,636.835373858854,Rest,
0.639,634.90919052472,Rest,
0.64,630.3848791581248,Rest,
0.642,628.86885987149,Rest,
0.643,631.134563819714,Rest,
0.645,631.6871752366036,Rest,
0.646,632.1631726221052,Rest,
0.648,636.0870493754207,Rest,
0.649,637.8238860158784,Rest,
0.65,639.2112349523586,Rest,
0.652,639.1584121177688,Rest,
0.653,639.5456391031312,Rest,
0.655,638.2473752793521,Rest,
0.656,637.592545460766,Rest,
0.658,637.9355422181537,Rest,
0.659,636.2642957287187,Rest,
0.661,636.7675014457109,Rest,
0.662,636.3186545751876,Rest,
0.664,634.2610346390051,Rest,
0.665,632.9874680027327,Rest,
0.666,632.6639399127888,Rest,
0.668,633.7165628333763,Rest,
0.669,634.5712035383228,Rest,
0.671,634.4551920241346,Rest,
0.673,635.465994532823,Rest,
0.674,637.1460678751549,Rest,
0.676,637.4099323046127,Rest,
0.677,638.8599132132426,Rest,
0.678,637.1561505980671,Rest,
0.68,634.788814757921,Rest,
0.681,633.1989369629547,Rest,
0.683,632.1273114833011,Rest,
0.684,631.6331930915347,Rest,
0.686,631.8737473337349,Rest,
0.687,632.2035285477076,Rest,
0.689,633.0922213902737,Rest,
0.69,633.9631377414629,Rest,
0.692,633.3504805982686,Rest,
0.693,635.6890023576024,Rest,
0.695,638.8048212295557,Rest,
0.696,636.9820036866669,Rest,
0.697,636.5605272722872,Rest,
0.699,635.3903776872609,Rest,
0.7,636.3579334447304,Rest,
0.702,633.5051147347825,Rest,
0.703,631.3692297183549,Rest,
0.705,631.2277056250222,Rest,
0.706,630.5833507279576,Rest,
0.708,634.3992345809024,Rest,
0.709,639.4667499621809,Rest,
0.711,640.943117254152,Rest,
0.712,640.3092140327947,Rest,
0.713,638.8531355682773,Rest,
