Timestamp,Channel1,Action1,Action2
0.0,612.1024599197459,Rest,
0.284,658.2853046995765,Rest,
0.285,669.5873754724712,Rest,
0.287,674.1172598740172,Rest,
0.288,667.8209516788663,Rest,
0.29,647.4699142539399,Rest,
0.291,613.9634941772812,Rest,
0.293,580.8775062415011,Rest,
0.294,557.1688934765928,Rest,
0.295,546.5091659437616,Rest,
0.297,547.4399569559046,Rest,
0.298,556.4549829310158,Rest,
0.3,577.7492448984676,Rest,
0.301,605.6327665606459,Rest,
0.303,634.8610460592563,Rest,
0.304,659.6968841191392,Rest,
0.306,673.9246921449533,Rest,
0.307,674.5629769042703,Rest,
0.309,664.8853653532702,Rest,
0.31,640.1453733617512,Rest,
0.311,608.7916700591647,Rest,
0.313,576.9278367671772,Rest,
0.314,551.8080034027104,Rest,
0.316,545.2220738198845,Rest,
0.317,551.4100559246607,Rest,
0.319,568.4904049027449,Rest,
0.32,588.9134900466788,Rest,
0.322,613.699521267357,Rest,
0.323,640.1857412082841,Rest,
0.325,652.764420838883,Rest,
0.326,657.9163644214111,Rest,
0.328,654.3763350696963,Rest,
0.329,641.9838639478521,Rest,
0.33,617.6378396317767,Rest,
0.332,585.8633137778418,Rest,
0.333,555.2353728098121,Rest,
0.335,539.5578789183949,Rest,
0.336,534.94191049837,Rest,
0.338,543.2923034778003,Rest,
0.339,567.0636894778835,Rest,
0.341,595.1251077801118,Rest,
0.342,625.2717745628088,Rest,
0.344,650.9230066446074,Rest,
0.345,666.68561776705,Rest,
0.347,669.3903767335864,Rest,
0.348,663.3449331933181,Rest,
0.349,647.7720168557187,Rest,
0.351,618.9226262477191,Rest,
0.352,587.2298469817456,Rest,
0.354,561.9654061753042,Rest,
0.355,548.7253729969708,Rest,
0.357,547.0657517988386,Rest,
0.358,556.4671750625581,Rest,
0.36,574.7640347199481,Rest,
0.361,601.4874978646634,Rest,
0.363,626.533106748236,Rest,
0.364,646.4259065897353,Rest,
0.365,658.2832918504824,Rest,
0.367,662.8092745315164,Rest,
0.368,658.8148842829328,Rest,
0.37,640.8735526649418,Rest,
0.371,613.6486230669765,Rest,
0.373,585.4135478035864,Rest,
0.374,563.0073038348322,Rest,
0.376,555.6692136131779,Rest,
