Timestamp,Channel1,Action1,Action2
0.0,638.2917259087236,Rest,
0.284,634.418267538341,Rest,
0.285,634.4666712840403,Rest,
0.287,637.3927643767314,Rest,
0.288,640.0315487422405,Rest,
0.29,641.7753030985955,Rest,
0.291,641.3646288352762,Rest,
0.293,640.0929927936784,Rest,
0.294,636.1092431675486,Rest,
0.295,634.6979069349654,Rest,
0.297,629.93332385222,Rest,
0.298,628.0833897690046,Rest,
0.3,626.0892756091685,Rest,
0.301,619.8761433215312,Rest,
0.303,622.876733884422,Rest,
0.304,629.5736282555614,Rest,
0.306,635.8159972209927,Rest,
0.307,641.0549427336387,Rest,
0.309,643.2762769790025,Rest,
0.31,642.2292509352268,Rest,
0.311,641.6959842081051,Rest,
0.313,641.1125619545653,Rest,
0.314,638.9915590276192,Rest,
0.316,636.128935352437,Rest,
0.317,631.2650008517505,Rest,
0.319,628.4181706211771,Rest,
0.32,624.8611515594902,Rest,
0.322,621.9524165335198,Rest,
0.323,626.4842428546241,Rest,
0.325,632.5039812927224,Rest,
0.326,635.0798833465437,Rest,
0.328,637.8712103213322,Rest,
0.329,637.6802000618219,Rest,
0.33,638.4201655888755,Rest,
0.332,635.5210483695327,Rest,
0.333,638.8974796411371,Rest,
0.335,641.3949491256415,Rest,
0.336,638.113142623084,Rest,
0.338,633.858641846018,Rest,
0.339,630.3704733098117,Rest,
0.341,628.6202125096574,Rest,
0.342,628.1539557163662,Rest,
0.344,626.2549383944199,Rest,
0.345,627.4710157479067,Rest,
0.346,633.2658074218997,Rest,
0.348,636.4587457726891,Rest,
0.349,639.6808594084811,Rest,
0.351,644.5327656904179,Rest,
0.352,648.407743383377,Rest,
0.354,641.2068857201201,Rest,
0.355,637.390121506467,Rest,
0.357,632.6130780712459,Rest,
0.358,628.915223946002,Rest,
0.36,627.0260384113834,Rest,
0.361,627.7650407272625,Rest,
0.363,630.4381162450452,Rest,
0.364,633.3656708438004,Rest,
0.365,636.516260685475,Rest,
0.367,637.9301241552978,Rest,
0.368,641.8133296744024,Rest,
0.37,644.0291183029555,Rest,
0.371,641.0398299741543,Rest,
0.373,634.8207711959805,Rest,
0.374,637.5370356484694,Rest,
0.376,638.4498570501634,Rest,
0.377,634.5512908162225,Rest,
0.379,628.1834236602097,Rest,
0.38,628.256388098763,Rest,
0.381,629.9236011414052,Rest,
0.383,626.5835227469829,Rest,
0.384,626.7041273956451,Rest,
0.386,635.6649345952194,Rest,
0.387,642.0908537019317,Rest,
0.389,646.8163701076949,Rest,
0.39,646.7588760565371,Rest,
0.392,644.8892658816893,Rest,
0.393,644.5509564341255,Rest,
0.395,643.7349979561565,Rest,
0.396,637.9734966723319,Rest,
0.398,636.4131154314417,Rest,
0.399,631.6640116767898,Rest,
0.4,628.6980400917578,Rest,
0.402,628.0872110232366,Rest,
0.403,631.4078934678904,Rest,
0.405,640.1078218350198,Rest,
0.406,641.7010947109574,Rest,
0.408,641.905538070862,Rest,
0.409,645.0218641784029,Rest,
0.411,648.059508569182,Rest,
0.412,648.7338744084685,Rest,
0.414,644.001673340997,Rest,
0.415,636.3478858885629,Rest,
0.416,631.9281806860185,Rest,
0.418,630.0401055860646,Rest,
0.419,630.1805603719425,Rest,
0.421,629.658185202859,Rest,
0.422,624.5087348829192,Rest,
0.424,627.5668701609218,Rest,
0.425,635.3939372770711,Rest,
0.427,639.0088795434093,Rest,
0.428,637.0250746041626,Rest,
0.43,634.1111045016175,Rest,
0.431,647.3789557670302,Rest,
0.433,649.6955477828441,Rest,
0.434,649.0139685885869,Rest,
0.435,646.4222945478314,Rest,
0.437,640.199270272168,Rest,
0.438,634.5854156715174,Rest,
0.44,631.9522275867733,Rest,
0.441,632.6445076041826,Rest,
0.443,634.4635396556306,Rest,
0.444,636.2229348686856,Rest,
0.446,636.1681665382583,Rest,
0.447,635.3659850795251,Rest,
0.449,640.8454758936734,Rest,
0.45,643.8041602139664,Rest,
0.451,646.4774729582635,Rest,
0.453,645.2109796060299,Rest,
0.454,641.8827470401224,Rest,
0.456,638.068431981615,Rest,
0.457,636.4030976776002,Rest,
0.459,632.226530578915,Rest,
0.46,632.9029819849708,Rest,
0.462,635.3562003798723,Rest,
0.463,637.8847930294029,Rest,
0.465,639.6815365173264,Rest,
0.466,637.5064757474036,Rest,
0.468,640.7198996209978,Rest,
0.469,642.7080777535531,Rest,
0.47,645.4638881044255,Rest,
0.472,644.952335351984,Rest,
0.473,643.3599940967553,Rest,
0.475,644.1665970285651,Rest,
0.476,641.188312910594,Rest,
0.478,632.4509349406881,Rest,
0.479,624.9803781486008,Rest,
0.481,621.8365516467752,Rest,
0.482,622.466653879482,Rest,
0.484,627.9588166426201,Rest,
0.485,634.9055361635131,Rest,
0.486,645.9921164503236,Rest,
0.488,651.3152213472392,Rest,
0.489,652.3976334807436,Rest,
0.491,651.3448347264331,Rest,
0.492,648.7057195551062,Rest,
0.494,646.5557422108343,Rest,
0.495,643.2224283483539,Rest,
0.497,640.022801759577,Rest,
0.498,639.4060432202867,Rest,
0.5,636.4812948085421,Rest,
0.501,633.1201676273546,Rest,
0.503,632.3623236849694,Rest,
0.504,636.8630298212802,Rest,
0.505,641.0949142092364,Rest,
0.507,646.7935200683498,Rest,
0.508,650.9419650962311,Rest,
0.51,650.9534401838112,Rest,
0.511,647.470251020223,Rest,
0.513,645.0532490078508,Rest,
0.514,640.9196753406137,Rest,
0.516,636.1518014850379,Rest,
0.517,633.2721290912782,Rest,
0.519,633.207692886316,Rest,
0.52,632.4399241733461,Rest,
0.521,631.8748184293293,Rest,
0.523,633.7340210359122,Rest,
0.524,636.8271764310808,Rest,
0.526,633.1525854054195,Rest,
0.527,635.7950497621357,Rest,
0.529,640.3655624825433,Rest,
0.53,644.4642274933133,Rest,
0.532,647.4739858477099,Rest,
0.533,647.1650996405006,Rest,
0.535,639.0531795088267,Rest,
0.536,633.7100295674836,Rest,
0.538,633.8276229891328,Rest,
0.539,631.4181651375491,Rest,
0.54,630.4733050433761,Rest,
0.542,630.6182826302388,Rest,
0.543,630.0482994375586,Rest,
0.545,630.5799192881487,Rest,
0.546,633.6506979049084,Rest,
0.548,639.2085914860477,Rest,
0.549,638.6462722595063,Rest,
0.551,637.7285084400783,Rest,
0.552,641.0581762860031,Rest,
0.554,643.3035258416564,Rest,
0.555,639.8890465365704,Rest,
0.556,635.0650632459001,Rest,
0.558,631.1586673448882,Rest,
0.559,627.7641573863217,Rest,
0.561,628.0956474656639,Rest,
0.562,629.1204141521947,Rest,
0.564,631.9434758357377,Rest,
0.565,635.9008855701549,Rest,
0.567,639.8675864777072,Rest,
0.568,642.5358918351998,Rest,
0.57,643.1546840852122,Rest,
0.571,638.7917690028869,Rest,
0.573,637.6229855564816,Rest,
0.574,637.7832404116679,Rest,
0.575,637.1101656091411,Rest,
0.577,631.7614736272661,Rest,
0.578,626.6143055694467,Rest,
0.58,624.7583871791825,Rest,
0.581,625.7368344946902,Rest,
0.583,628.8633887604939,Rest,
0.584,634.7486889062749,Rest,
0.586,640.4811704732383,Rest,
0.587,643.4840474705753,Rest,
0.589,642.4493798553204,Rest,
0.59,641.7371871158108,Rest,
0.591,646.5829517344179,Rest,
0.593,648.9268689068399,Rest,
0.594,645.1202327156344,Rest,
0.596,637.6642254190714,Rest,
0.597,632.7385095046174,Rest,
0.599,630.5522865715368,Rest,
0.6,627.2274908098567,Rest,
0.602,631.1212082053671,Rest,
0.603,636.687645517307,Rest,
0.605,642.9354689044319,Rest,
0.606,641.4146198528551,Rest,
0.608,639.3346922796597,Rest,
0.609,641.9580473849829,Rest,
0.611,640.7659924943438,Rest,
0.612,642.4323227920917,Rest,
0.614,642.2513833345632,Rest,
0.615,644.1405205894138,Rest,
0.616,641.0845143895763,Rest,
0.618,638.9107792271112,Rest,
0.619,636.7314704336488,Rest,
